budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
40000000,"Adventure, Action, Comedy",,9486,"spy, hero, queen, intelligence, coronation, funeral, secret agent, queen elisabeth ii, weapon, spoof, explosion, agent, pen, duringcreditsstinger",en,Johnny English,Rowan plays the eponymous lead character in a spoof spy thriller. During the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot.,28.029015,"Universal Pictures, StudioCanal","France, United Kingdom",2003-04-06,160583018,88.0,"日本語, English, Français",Released,"He knows no fear, he knows no danger, he knows nothing.",Johnny English,6.0,852
50000000,"Fantasy, Adventure, Animation, Comedy, Family",http://www.theantbully.com,9906,"ant, child hero, shrinking, ant-hill, children",en,The Ant Bully,"Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.",20.239061,"Playtone, Warner Bros., Legendary Entertainment, DNA Productions",United States of America,2006-07-27,55181129,88.0,English,Released,The battle for the lawn is on.,The Ant Bully,5.5,366
40000000,"Action, Science Fiction, Adventure",,841,"prophecy, witch, monster, telepathy, atomic bomb, space marine, emperor, mutation, insurgence, space travel, guild, duke, water, chosen one, dystopia, jihad, spice, war, messiah, denunciation",en,Dune,"In the year 10,191, the world is at war for control of the desert planet Dune – the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.",25.876582,Dino De Laurentiis Company,United States of America,1984-12-14,30925690,137.0,"English, Italiano",Released,"A world beyond your experience, beyond your imagination.",Dune,6.5,562
0,"Adventure, Drama, Music, Romance",http://www.acrosstheuniverse.com/,4688,"riot, protest, musical, music, cultural difference, university, fantasy sequence, anti war, police arrest, march, woman director, 1960s",en,Across the Universe,"Musical based on The Beatles songbook and set in the 60s England, America, and Vietnam. The love story of Lucy and Jude is intertwined with the anti-war movement and social protests of the 60s.",11.872841,"Revolution Studios, Team Todd",United States of America,2007-09-14,0,133.0,English,Released,All you need is love.,Across the Universe,7.1,410
35000000,"Drama, Romance",,4148,"adultery, jealousy, infidelity, career, marriage crisis, connecticut",en,Revolutionary Road,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,20.360549,"DreamWorks SKG, Scott Rudin Productions, BBC Films, Neal Street Productions, Evamere Entertainment, Goldcrest Pictures","United Kingdom, United States of America",2008-12-19,75225693,119.0,English,Released,How do you break free without breaking apart?,Revolutionary Road,6.7,796
55000000,"Action, Adventure, Crime, Thriller",,2207,"mission of murder, male bonding, doing the right thing, people change",en,16 Blocks,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.",32.31022,"Donners' Company, Cheyenne Enterprises, Alcon Entertainment, Nu Image Entertainment GmbH, Millennium Films, Emmett/Furla Films, Equity Pictures Medienfonds GmbH & Co. KG III, 16 Block Productions","United States of America, Germany",2006-03-01,65664721,105.0,English,Released,"For a New York cop and his witness, the distance between life and death just got very short.",16 Blocks,6.2,661
70000000,"Action, Adventure, Science Fiction, Thriller",http://www.babylonadmovie.com/,9381,"submarine, baby, secret, future, mercenary, prosecution, protection, dystopia, moral conflict, smuggling, vision, pregnant, cyberpunk, sect",en,Babylon A.D.,"In Babylon A.D Vin Diesel stars as a veteran-turned-mercenary who is hired to deliver a package from the ravages of post-apocalyptic Eastern Europe to a destination in the teeming megalopolis of New York City. The ""package"" is a mysterious young woman with a secret.",27.568194,"StudioCanal, M6 Films, Canal+, CinéCinéma, Babylon, Babylon Films Limited, M6, MNP Entreprise","France, United Kingdom",2008-08-20,72108608,101.0,"English, Pусский",Released,Kill or be Killed.,Babylon A.D.,5.4,676
45000000,"Action, Adventure, Crime, Drama, Thriller",,9625,"secret agent, past, cop, series of murders, homicide detective",en,The Glimmer Man,"A former government operative renowned for his stealth, Jack Cole is now a Los Angeles police detective. When a series of horrible murders occurs in the metro area, Cole is assigned to the case, along with tough-talking fellow cop Jim Campbell. Although the two men clash, they gradually become effective partners as they uncover a conspiracy linked to the killings, which also involves terrorism and organized crime.",6.250282,"Warner Bros., Seagal/Nasso Productions",United States of America,1996-10-04,0,92.0,English,Released,Two good cops. One bad situation.,The Glimmer Man,4.7,100
45000000,"Comedy, Fantasy, Science Fiction",,9304,"clone, mistake in person, cloning, experiment gone wrong, construction",en,Multiplicity,"Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning.",11.120344,Columbia Pictures Corporation,United States of America,1996-07-19,0,117.0,English,Released,"Sometimes to get more out of life, you have to make more of yourself.",Multiplicity,5.5,154
45000000,"Adventure, Comedy, Family, Fantasy, Science Fiction",http://www.aliensintheatticmovie.com/,20856,"alien, comedy, duringcreditsstinger, beforecreditsstinger, live action and animation",en,Aliens in the Attic,"It's summer vacation, but the Pearson family kids are stuck at a boring lake house with their nerdy parents. That is until feisty, little, green aliens crash-land on the roof, with plans to conquer the house AND Earth! Using only their wits, courage and video game-playing skills, the youngsters must band together to defeat the aliens and save the world - but the toughest part might be keeping the whole thing a secret from their parents! Featuring an all-star cast including Ashley Tisdale, Andy Richter, Kevin Nealon, Tim Meadows and Doris Roberts, Aliens In The Attic is the most fun you can have on this planet!",13.707183,"Twentieth Century Fox Film Corporation, Regency Enterprises, Josephson Entertainment, New Upstairs Productions, Upstairs Canada Productions","Canada, United States of America",2009-07-31,57881056,86.0,English,Released,The aliens vs. the Pearsons,Aliens in the Attic,5.3,244
35000000,"Crime, Drama, Mystery, Thriller",http://movies.warnerbros.com/thepledge/,5955,"promise, murder, drawing, porcupine, pledge, retirement party, criminal profile",en,The Pledge,A police chief about to retire pledges to help a woman find her daughter's killer. Based on a story by Swiss writer Friedrich Dürrenmatt.,12.495436,"Epsilon Motion Pictures, Franchise Pictures, Morgan Creek Productions, Clyde Is Hungry Films, Pledge Productions",United States of America,2001-01-09,29400000,123.0,English,Released,,The Pledge,6.5,215
45000000,"Comedy, Music",,9899,"cheating, adolf hitler, success, music, blonde, funny nazi, producer, broadway musical, aftercreditsstinger, woman director",en,The Producers,"After putting together another Broadway flop, down-on-his-luck producer Max Bialystock teams up with timid accountant Leo Bloom in a get-rich-quick scheme to put on the world's worst show.",6.803965,"Sony Pictures, Gaumont Columbia Tristar Films",United States of America,2005-12-25,38058335,134.0,English,Released,,The Producers,6.1,151
45000000,"Adventure, Action",,9826,"secret identity, gold, gangster boss, phantom, silver, power, battle for power, jade, based on comic book, jungle, masked hero, crystal skull",en,The Phantom,The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent a rich madman from obtaining three magic skulls that would give him the secret to ultimate power.,9.025236,"Paramount Pictures, Village Roadshow Pictures, The Ladd Company","Australia, United States of America",1996-06-06,17300889,100.0,English,Released,Slam Evil!,The Phantom,4.7,136
57000000,"Drama, Romance, Western",http://alltheprettyhorses.com/,21355,"dancing, chess, prisoner, coffin, wrong accusal, ranch, airplane, beating, jail, rifle, corpse, lasso, cautery",en,All the Pretty Horses,"The year is 1949. A young Texan named John Grady finds himself without a home after his mother sells the ranch where he has spent his entire life. Lured south of the border by the romance of cowboy life and the promise of a fresh start, Cole and his pal embark on an adventure that will test their resilience, define their maturity, and change their lives forever.",7.524671,"Columbia Pictures, Miramax Films",United States of America,2000-12-11,0,117.0,"English, Español",Released,Some passions can never be tamed.,All the Pretty Horses,5.8,60
44000000,"History, Drama",,10858,"usa president, presidential election, watergate scandal, biography, government, historical figure",en,Nixon,"An all-star cast powers this epic look at American President Richard M. Nixon, a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within. Spanning his troubled boyhood in California to the shocking Watergate scandal that would end his presidency.",3.770161,"Hollywood Pictures, Cinergi Pictures Entertainment",United States of America,1995-12-22,13681765,192.0,English,Released,"Triumphant in Victory, Bitter in Defeat. He Changed the World, But Lost a Nation.",Nixon,7.1,71
45000000,"Thriller, Mystery",,11439,"london england, cia, war crimes, tony blair, author",en,The Ghost Writer,"A writer stumbles upon a long-hidden secret when he agrees to help former British Prime Minister Adam Lang complete his memoirs on a remote island after the politician's assistant drowns in a mysterious accident. In director Roman Polanski's tense drama, the author realizes that his discovery threatens some very powerful people who will do anything to ensure that certain episodes from Lang's past remain buried.",21.118196,"Studio Babelsberg, Runteam Ltd., R.P. Productions, France 2 Cinéma","Germany, United Kingdom, United States of America",2010-02-12,60222298,128.0,English,Released,Read between the lies.,The Ghost Writer,6.7,670
